,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
8926,73,private,333676,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
8927,45,private,201699,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8928,28,private,96020,Graduate,13,Married,White-Collar,Family,White,Female,0,0,50,US,>50K
8929,43,private,176138,Graduate,13,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
8930,47,private,47496,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,42,US,<=50K
8931,20,private,187158,Graduate,10,Single,White-Collar,Family,White,Female,0,0,15,US,<=50K
8932,22,private,249727,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,20,US,<=50K
8933,76,self_emp,237624,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,10,US,<=50K
8934,24,private,175254,Graduate,10,Single,Blue-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
8935,54,self_emp,42924,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
8936,30,private,205950,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8937,33,private,111985,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,58,US,<=50K
8938,30,private,167476,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
8939,40,private,221172,Graduate,12,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
8940,27,,188711,Graduate,10,Separated,,Not-Family,White,Male,0,0,30,US,<=50K
8941,49,private,199448,Graduate,11,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8942,30,private,313038,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8943,22,private,148431,NonGraduate,9,Single,White-Collar,Not-Family,Other,Female,0,0,40,US,<=50K
8944,19,private,112432,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,58,US,<=50K
8945,46,private,57914,NonGraduate,9,Married,Service,Family,White,Male,0,0,40,US,<=50K
8946,51,private,145166,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
8947,56,private,247119,NonGraduate,4,Separated,Blue-Collar,Not-Family,Other,Female,0,0,40,Non-US,<=50K
8948,53,private,196278,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8949,60,,366531,Graduate,11,Separated,,Not-Family,White,Female,0,0,40,US,<=50K
8950,27,private,216481,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8951,46,private,188027,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,45,US,<=50K
8952,37,private,66686,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8953,41,private,74775,Graduate,13,Married,Service,Family,Asian-Pac-Islander,Male,0,0,30,Non-US,<=50K
8954,65,,325537,Graduate,11,Married,,Family,White,Male,0,0,50,US,>50K
8955,30,self_emp,250499,Graduate,10,Married,White-Collar,Family,White,Female,0,0,55,US,>50K
8956,57,self_emp,192869,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,72,US,<=50K
8957,44,self_emp,121352,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
8958,32,self_emp,70985,NonGraduate,9,Married,Blue-Collar,Family,White,Male,4064,0,40,US,<=50K
8959,27,self_emp,123116,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8960,57,govt,339163,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
8961,59,self_emp,124771,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,30,US,<=50K
8962,32,private,167531,Graduate,15,Married,White-Collar,Family,Asian-Pac-Islander,Female,15024,0,50,US,>50K
8963,90,,77053,NonGraduate,9,Separated,,Not-Family,White,Female,0,4356,40,US,<=50K
8964,22,private,199266,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,30,US,<=50K
8965,39,private,190728,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8966,43,private,99212,Graduate,11,Married,White-Collar,Family,White,Male,3103,0,48,US,>50K
8967,38,govt,421446,Graduate,13,Married,White-Collar,Family,Black,Male,0,0,50,US,>50K
8968,61,private,215944,NonGraduate,5,Separated,White-Collar,Not-Family,White,Male,0,0,25,US,<=50K
8969,24,private,72310,Graduate,10,Single,White-Collar,Family,White,Male,0,0,43,US,<=50K
8970,25,private,57512,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,45,US,<=50K
8971,44,private,89413,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8972,55,govt,28151,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,>50K
8973,90,private,46786,Graduate,13,Married,White-Collar,Family,White,Male,9386,0,15,US,>50K
8974,30,private,226943,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,35,US,<=50K
8975,44,private,182402,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8976,36,private,305352,NonGraduate,6,Separated,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
8977,63,self_emp,189253,Graduate,10,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
8978,60,private,296485,NonGraduate,3,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8979,34,self_emp,204375,Graduate,15,Single,White-Collar,Not-Family,White,Female,0,0,60,US,>50K
8980,49,self_emp,249585,NonGraduate,7,Married,White-Collar,Family,White,Male,0,0,65,US,<=50K
8981,47,private,148995,Graduate,14,Married,White-Collar,Family,White,Male,0,0,65,US,>50K
8982,42,self_emp,168071,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,43,US,>50K
8983,53,private,194995,NonGraduate,3,Married,Blue-Collar,Family,White,Male,0,0,45,Non-US,<=50K
8984,23,private,211049,Graduate,10,Single,White-Collar,Not-Family,White,Female,4101,0,40,US,<=50K
8985,28,,196630,Graduate,11,Separated,,Not-Family,White,Female,0,0,40,Non-US,<=50K
8986,20,private,50397,Graduate,10,Married,White-Collar,Family,Black,Male,0,0,35,US,<=50K
8987,43,private,177905,NonGraduate,9,Married,Blue-Collar,Family,White,Male,3908,0,40,US,<=50K
8988,32,private,204374,Graduate,15,Married,White-Collar,Family,White,Male,0,1977,60,US,>50K
8989,43,private,60001,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,0,44,US,>50K
8990,31,private,223046,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
8991,29,,44921,NonGraduate,9,Married,,Family,White,Female,0,0,40,US,<=50K
8992,24,private,154571,Graduate,10,Single,White-Collar,Family,Asian-Pac-Islander,Male,0,0,20,US,<=50K
8993,39,private,67136,Graduate,11,Separated,White-Collar,Not-Family,Asian-Pac-Islander,Male,0,0,40,US,<=50K
8994,29,private,188675,Graduate,10,Married,Blue-Collar,Family,Black,Male,0,0,40,Non-US,>50K
8995,20,private,390817,NonGraduate,3,Single,Blue-Collar,Not-Family,White,Male,0,0,25,Non-US,<=50K
8996,23,,145964,Graduate,10,Single,,Not-Family,White,Male,0,0,40,US,<=50K
8997,42,private,30424,NonGraduate,7,Separated,Service,Not-Family,White,Female,0,0,38,US,<=50K
8998,53,private,548361,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8999,20,private,189148,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,48,US,<=50K
9000,58,self_emp,266707,NonGraduate,2,Married,Blue-Collar,Family,White,Male,0,2179,18,US,<=50K
9001,51,self_emp,311569,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9002,25,private,187653,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,48,US,<=50K
9003,38,private,235379,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,36,US,<=50K
9004,41,private,188615,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9005,58,private,322691,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9006,25,private,184698,NonGraduate,6,Single,Blue-Collar,Not-Family,White,Male,0,0,40,Non-US,<=50K
9007,50,private,144361,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9008,32,private,130057,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
9009,31,self_emp,117963,Graduate,16,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
9010,22,private,123876,Graduate,10,Single,Service,Family,White,Female,0,0,20,US,<=50K
9011,37,private,248445,NonGraduate,9,Separated,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
9012,32,private,207172,Graduate,10,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
9013,46,govt,119904,Graduate,15,Single,White-Collar,Not-Family,White,Female,0,1564,55,US,>50K
9014,62,private,134768,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9015,40,govt,269168,NonGraduate,9,Married,Service,Family,Other,Male,0,0,40,,<=50K
9016,56,private,132026,Graduate,13,Married,White-Collar,Family,Black,Male,7688,0,45,US,>50K
9017,37,private,60722,Graduate,10,Separated,White-Collar,Not-Family,Asian-Pac-Islander,Female,0,0,40,Non-US,>50K
9018,41,private,648223,NonGraduate,2,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,Non-US,<=50K
9019,56,private,298695,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,48,US,<=50K
9020,20,private,219835,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,30,US,<=50K
9021,34,self_emp,313729,Graduate,13,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
9022,45,private,140644,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
9023,30,private,203488,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9024,51,self_emp,132341,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
9025,27,private,161683,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,42,US,<=50K
9026,38,private,312771,Graduate,11,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
9027,39,private,258102,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
9028,57,,24127,Graduate,13,Married,,Family,White,Male,0,0,8,US,<=50K
9029,47,private,254367,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
9030,77,,185426,NonGraduate,9,Married,,Family,White,Male,0,0,15,US,<=50K
9031,43,private,152629,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9032,46,govt,141058,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,65,US,<=50K
9033,41,private,233130,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9034,20,private,406641,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,30,US,<=50K
9035,30,govt,119422,NonGraduate,6,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
9036,30,private,255486,NonGraduate,9,Married,Service,Family,Black,Male,0,0,25,US,<=50K
9037,22,private,161532,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,35,US,<=50K
9038,25,private,75759,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,44,US,>50K
9039,18,private,163332,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,22,US,<=50K
9040,28,private,103802,Graduate,13,Single,White-Collar,Family,White,Female,0,1408,40,,<=50K
9041,50,private,34832,Graduate,13,Married,White-Collar,Family,White,Male,15024,0,40,US,>50K
9042,28,private,37933,NonGraduate,9,Single,Service,Not-Family,Black,Female,0,0,48,US,<=50K
9043,21,private,165107,Graduate,10,Single,Service,Family,White,Female,0,0,40,US,<=50K
9044,37,private,126011,Graduate,11,Separated,White-Collar,Family,White,Male,0,0,40,US,<=50K
9045,28,govt,56651,Graduate,13,Single,White-Collar,Family,Black,Female,0,0,40,US,<=50K
9046,23,private,522881,NonGraduate,3,Married,Service,Family,White,Male,0,0,35,Non-US,<=50K
9047,32,private,191777,Graduate,11,Single,White-Collar,Not-Family,Black,Female,0,0,35,Non-US,<=50K
9048,27,private,132686,NonGraduate,8,Single,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
9049,55,private,201112,NonGraduate,9,Separated,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
9050,44,private,174283,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9051,25,private,208591,Graduate,13,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
9052,29,private,126399,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,32,US,<=50K
9053,50,private,142073,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,55,US,<=50K
9054,18,private,395567,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9055,74,private,180455,Graduate,13,Separated,Service,Not-Family,White,Female,0,0,8,US,<=50K
9056,22,private,235853,NonGraduate,5,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9057,27,private,160731,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
9058,27,govt,31935,Graduate,10,Single,White-Collar,Family,White,Female,0,0,80,US,<=50K
9059,41,private,35166,Graduate,15,Married,White-Collar,Family,White,Male,15024,0,50,US,>50K
9060,24,private,161092,Graduate,10,Married,White-Collar,Family,White,Male,7298,0,40,US,>50K
9061,23,private,223019,NonGraduate,9,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
9062,34,self_emp,179673,Graduate,15,Married,White-Collar,Family,White,Male,7688,0,60,US,>50K
9063,46,govt,248895,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
9064,32,private,200323,Graduate,15,Single,White-Collar,Not-Family,White,Male,0,0,60,US,<=50K
9065,41,private,230020,NonGraduate,9,Married,Blue-Collar,Family,Other,Male,0,0,40,US,<=50K
9066,29,private,134890,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
9067,48,private,162096,NonGraduate,5,Married,Blue-Collar,Family,Asian-Pac-Islander,Female,0,0,45,Non-US,<=50K
9068,51,private,103824,NonGraduate,9,Single,Service,Not-Family,Black,Male,0,0,40,Non-US,<=50K
9069,34,govt,61431,NonGraduate,8,Single,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
9070,58,private,197319,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
9071,52,private,183618,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9072,37,self_emp,268598,Graduate,13,Married,White-Collar,Family,Other,Male,7298,0,50,Non-US,>50K
9073,53,private,263729,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9074,54,private,39493,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,20,US,<=50K
9075,36,private,185360,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,60,US,<=50K
9076,25,private,132661,Graduate,11,Single,White-Collar,Family,White,Female,0,0,60,US,<=50K
9077,20,private,266400,Graduate,10,Single,White-Collar,Family,White,Female,0,0,48,US,<=50K
9078,23,private,433669,Graduate,12,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9079,39,self_emp,216473,Graduate,13,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
9080,20,self_emp,217404,NonGraduate,6,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9081,28,private,227778,Graduate,11,Single,Service,Family,Black,Male,0,0,40,US,<=50K
9082,73,govt,96262,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9083,67,private,247566,NonGraduate,9,Married,Service,Family,White,Male,0,0,24,US,<=50K
9084,56,private,139616,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,0,45,US,>50K
9085,32,private,73585,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9086,42,private,37869,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,1590,40,US,<=50K
9087,33,private,165814,NonGraduate,9,Married,Service,Family,Black,Male,0,0,40,US,<=50K
9088,37,private,108913,NonGraduate,9,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
9089,33,private,34975,Graduate,10,Married,White-Collar,Family,White,Male,0,0,45,US,<=50K
9090,31,private,157078,NonGraduate,6,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9091,59,private,232672,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
9092,21,private,294295,NonGraduate,9,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9093,58,self_emp,130454,Graduate,10,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
9094,24,govt,461678,NonGraduate,6,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
9095,26,govt,252284,Graduate,10,Married,Service,Family,White,Male,0,0,40,US,<=50K
9096,26,private,256737,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9097,33,govt,96480,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,0,40,Non-US,<=50K
9098,25,private,234263,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9099,21,private,109952,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
9100,24,private,262570,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9101,39,self_emp,65716,Graduate,12,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
9102,68,private,201732,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9103,66,self_emp,174788,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,20,US,<=50K
9104,38,private,278924,Graduate,13,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9105,41,private,101593,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
9106,71,,193863,NonGraduate,4,Separated,,Family,White,Female,0,0,16,Non-US,<=50K
9107,37,private,342768,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9108,54,self_emp,242606,Graduate,14,Married,White-Collar,Family,White,Male,4386,0,45,US,>50K
9109,27,govt,176727,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9110,49,private,99179,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9111,19,govt,354104,Graduate,10,Single,White-Collar,Family,White,Male,0,0,10,US,<=50K
9112,25,private,61956,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
9113,47,govt,137917,Graduate,10,Married,White-Collar,Family,Black,Male,0,0,40,US,>50K
9114,40,private,224658,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
9115,38,private,51100,Graduate,13,Separated,White-Collar,Not-Family,White,Male,3325,0,40,US,<=50K
9116,25,private,224361,NonGraduate,9,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
9117,25,private,362912,Graduate,10,Single,Blue-Collar,Family,White,Female,0,0,50,US,<=50K
9118,23,private,218782,NonGraduate,6,Single,Blue-Collar,Family,Other,Male,0,0,40,US,<=50K
9119,28,private,103389,Graduate,14,Separated,White-Collar,Family,White,Female,0,0,40,US,<=50K
9120,29,private,308944,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9121,32,private,140092,NonGraduate,7,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
9122,34,private,202210,NonGraduate,9,Single,Service,Not-Family,Black,Female,0,0,40,US,<=50K
9123,52,private,416059,Graduate,13,Married,White-Collar,Family,Black,Male,0,0,40,US,>50K
9124,33,self_emp,281030,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,94,US,<=50K
9125,19,private,169758,Graduate,10,Single,White-Collar,Family,White,Male,0,0,35,US,<=50K
9126,68,private,193666,Graduate,16,Married,White-Collar,Family,White,Male,20051,0,55,US,>50K
9127,41,private,139907,NonGraduate,6,Single,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
9128,18,self_emp,119422,NonGraduate,9,Single,Service,Not-Family,Asian-Pac-Islander,Female,0,0,30,Non-US,<=50K
9129,29,private,149324,Graduate,10,Married,Blue-Collar,Family,White,Male,0,1485,40,US,>50K
9130,40,private,259307,Graduate,14,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
9131,51,self_emp,74160,Graduate,14,Separated,White-Collar,Not-Family,White,Male,0,0,60,US,>50K
9132,49,private,134797,Graduate,10,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
9133,20,govt,41103,Graduate,10,Single,Service,Family,White,Female,0,0,20,US,<=50K
9134,38,govt,193026,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
9135,57,private,303986,NonGraduate,3,Single,Service,Not-Family,White,Male,0,0,40,Non-US,<=50K
9136,35,private,126569,Graduate,10,Married,White-Collar,Family,White,Male,4064,0,40,US,<=50K
9137,66,private,166461,NonGraduate,7,Married,White-Collar,Family,White,Male,0,0,26,US,<=50K
9138,27,,61387,Graduate,13,Married,,Family,White,Male,0,0,15,US,<=50K
9139,25,private,254746,Graduate,11,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
9140,77,,28678,Graduate,14,Married,,Family,White,Male,9386,0,6,US,>50K
9141,19,,180976,NonGraduate,6,Single,,Not-Family,White,Female,0,0,35,US,<=50K
